sku,title
RAC-26PHT-2,Racing 26-PHT Petrol Hedgetrimmer with Rotating Handle
RAC-42PB-2,Racing 42PB Petrol Brushcutter
RAC139PTIL,Racing 139PTIL63 Petrol Front-Tine Tiller
TRT4645ORG-1,TCK TRT4645ORG-1 Petrol Chainsaw with Free Starter-Kit (45cm Guide Bar)
BVT50-A,TCK BVT50-A Petrol Chipper-Shredder
TRT53BE,TCK TRT53BE Petrol Chainsaw (50cm Guide Bar)
FST212,Feider FST212 Petrol Lawn Scarifier
MF-2T2005403/CAS,SLIGHTLY USED - Mountfield MTF 84 M Rear-Collect Lawn Tractor with Manual Drive
RAC-62PR,Racing 62PR Ultra-Compact Rear-Collect Ride-On Mower with Manual Drive (Key Start)
FRT7550M,Feider FRT-7550M Compact Rear-Collect Ride-On Mower with Manual Drive
AGFA-45-0533,Agri-Fab 295kg-Capacity Poly Tipping-Cart | 45-0533
AGFA-45-0532,Agri-Fab 39kg-Capacity Pro Hand-Propelled Broadcast Spreader | 45-0532
FBT400,Feider FBT400 Heavy-Duty Petrol Chipper-Shredder
TCK-GOF,TCK Gofer 2-in-1 Petrol Mini Tiller & Wheeled Grass-Trimmer
2L0486038/M19,Mountfield SP46 Elite 3-in-1 Self-Propelled Petrol Lawnmower (with Honda Engine)
MF-HP42,Mountfield HP42 Hand-Propelled Petrol Lawnmower
MF-SP42,Mountfield SP42 Self-Propelled Petrol Lawnmower
FRT75BS125,Feider FRT75BS125  Rear-Collect Ride-On Mower with Manual Drive & Briggs Engine
MF-SP46,Mountfield SP46 Self-Propelled Petrol Lawnmower
RAC-1440ET,Racing 1440ET Electric Mini-Tiller
RAC3000EB,Racing 3000EB Electric Blower-Vac
SIMP-SLT110,Simplicity Regent SLT110 Side-Discharge V-Twin Garden Tractor with Hydrostatic Drive
OM-OM103/16K,Oleo-Mac OM103/16K Rear-Collect Lawn Tractor with Hydrostatic Drive
SIMP-1696073,Simplicity Twin-Bag Collector - Fits Regent XL/SLT110 & SLT175 | 1696073
FD-FTDT461ZT,Feider FTDT461ZT Self-Propelled 4-in-1 Zero-Turn Petrol Lawnmower
HYU-HY-M400P,Hyundai 99cc/40cm Hand-Propelled Petrol Lawnmower | HYM400P
HYU-HY-M430SP,Hyundai 139cc/42cm 3-in-1 Self-Propelled Petrol Lawnmower | HYM430SP
HYU-HY-M460SP,Hyundai 139cc/46cm 4-in-1 Self-Propelled Petrol Lawnmower | HYM460SP
HYU-HY-M460SPE,Hyundai 139cc/46cm 4-in-1 Self-Propelled Petrol Lawnmower with Electric Start | HYM460SPE
FNY003,Nylon Round Trimmer-Line  - Replacement Strimmer Line - 1.6mm x 15m - JR FNY003
FNY005,Nylon Round Trimmer-Line -Replacement Strimmer Line -  2mm x 15m -JR FNY005
FNY020,Premium Round Nylon Trimmer-Line - Replacement Strimmer Line - 2.4mm x 87m-  JR FNY020
FNY022,Premium Round Trimmer-Line- Replacement Strimmer Line - 3mm x 56m -JR FNY022
FNY024,JR FNY024 3.3mm x 45m Premium Round Nylon Trimmer-Line
FNY035,Square Nylon Trimmer-Line - Replacement Strimmer Line - 1.6mm x 89m -JR FNY035
FNY037,Square Nylon Trimmer-Line -Replacement Strimmer Line  - 2mm x 65m - JR FNY037
FNY038,Square Nylon Trimmer-Line - Replacement Strimmer Line -  2.4mm x 12m - JR FNY038
FNY039,Square Nylon Trimmer-Line - Replacement Strimmer Line - 2.4mm x 45m - JR FNY039
FNY040,Square Nylon Trimmer-Line - Replacement Strimmer Line - ( 3mm x 9m ) JR FNY040
FNY042,Square Nylon Trimmer-Line - Replacement Strimmer -  3.3mm x 9m - JR FNY042
FNY044,Square Nylon Trimmer-Line - Replacement Strimmer Line - 4mm x 9m - JR FNY044
HYU-HY-M510SP,Hyundai 196cc/51cm 4-in-1 Self-Propelled Petrol Lawnmower | HYM510SP
HYU-HY-M510SPE,Hyundai 196cc/51cm 4-in-1 Variable-Speed Petrol Lawnmower with Electric Start | HYM510SPE
TFN012,Universal Aluminium Trimmer-Head for 30cc+ Brushcutters - Suitable for 3.3 to 4.7mm Line -JR TFN012
TFN002,Twin-Line Tap & Go Cutter-Head for 30-35cc Brushcutters - Contains 2.4mm Round Line - JR TFN002
TFN004,Pro Twin-Line Tap & Go Cutter-Head for 30-35cc Brushcutters -  2.4mm Round Line - JR TFN004
TFN005,13cm Twin-Line Tap & Go Cutter-Head for 30-35cc Brushcutters - Contains 2.4mm Round Line- JR TFN005
TFN040,Twin-Line Tap & Go Cutter-Head for 30-35cc Brushcutters - Contains 2.4mm Round Line - JR TFN040
TFN041,Universal Pro Combi Quad Line-Head with Blade for 35-50cc Brushcutters - JR TFN041
TFN042,Universal Pro Combi Quad Line-Head with Blade for 30-40cc Brushcutters - JR TFN042
TFN045,Twin-Line Tap & Go Cutter-Head for 30-35cc Brushcutters - Contains 2.4mm Round Line - JR TFN045
DDS001,2-Tooth Metal Brushcutter-Blade  - JR DDS001
DDS002,2-Tooth Metal Brushcutter-Blade - JR DDS002
DDS004,3-Tooth Metal Brushcutter-Blade - JR DDS004
DDS005,3-Tooth Metal Brushcutter-Blade - JR DDS005
DDS007,3-Tooth Metal Brushcutter-Blade -
DDS008,3-Tooth Metal Brushcutter-Blade JR DDS008
DDS009,4-Tooth Metal Brushcutter-Blade - JR DDS009
DDS010,4-Tooth Metal Brushcutter-Blade - JR DDS010
DDS012,8-Tooth Metal Brushcutter-Blade - JR DDS012
DDS013,8-Tooth Metal Brushcutter-Blade - JR DDS013
DDS015,60-Tooth Metal Brushcutter-Blade  -  25.5cm x 1.4mm - JR DDS015
DDS016,80 Tooth Metal Brushcutter-Blade -  25.5cm x 1.9mm -  JR DDS016
PRT001,Professional Ear-Protectors - JR PRT001
PRT002,Ear Protectors  JR PRT002
PRT003,Transparent Protection-Visor- JR PRT003
PRT004,Mesh Protection-Visor - JR PRT004
PRT010,Professional Transparent Protection-Visor with Flip-Up Screen - JR PRT010
PRT007,Professional Mesh Protection-Visor with Flip-Up Screen -JR PRT007
PRT014,Mesh Protection-Visor with Ear Defenders - JR PRT014
PRT021,Garden Safety-Kit - JR PRT021
PRT016,"Safety-Kit  JR PRT016 - Suited to Chainsaw, brushcutter or Log Splitter users"
PRT011,Full Forest-Helmet- JR PRT011
PRT015,Protective Chainsaw-Leggings - JR PRT015
CG001,"JR CG001 Guide-Bar & Chain Combi-Pack 3/8"" P 1.3mm (25cm / 40 Links)"
CG002,"JR CG002 Guide-Bar & Chain Combi-Pack 3/8"" P 1.3mm (30cm / 44 Links) -JR CG002"
CG003,"JR CG003 Guide-Bar & Chain Combi-Pack 3/8"" P 1.3mm (30cm / 45 Links)"
CG004,"Guide-Bar & Chain Combi-Pack 3/8"" P 1.3mm (35cm / 50 Links)"
CG005,"Guide-Bar & Chain Combi-Pack 3/8"" P 1.3mm (35cm / 50 Links)  JR CG005"
CG006,"Guide-Bar & Chain Combi-Pack 3/8"" P 1.3mm (35cm / 52 Links) - JR CG006"
CG007,"Guide-Bar & Chain Combi-Pack 3/8"" P 1.3mm (40cm / 57 Links) - JR CG007"
CG008,"Guide-Bar & Chain Combi-Pack 3/8"" P 1.3mm (40cm / 56 Links) - JR CG008"
CG009,"Guide-Bar & Chain Combi-Pack 3/8"" P 1.3mm (40cm / 56 Links) - JR CG009"
CG011,"Guide-Bar & Chain Combi-Pack 3/8"" P 1.3mm (45cm / 62 Links) - JR CG011"
CG012,"Guide-Bar & Chain Combi-Pack 0.325"" P 1.6mm (40cm / 62 Links) - JR CG012"
CG013,"Guide-Bar & Chain Combi-Pack 0.325"" P 1.5mm (38cm / 64 Links) - JR CG013"
CG014,"Guide-Bar & Chain Combi-Pack 0.325"" P 1.4mm (45cm / 72 Links) - JR CG014"
CT00,"JR CT00 Chainsaw Chain 0.250"" P 1.3mm (25cm / 60 Links)"
CT01,"Chainsaw Chain 3/8"" P 1.1mm (20cm / 33 Links)- JR CT01"
CT02,"Chainsaw Chain 3/8"" P 1.1mm (20cm / 33 Links)- JR CT02"
CT03,"JR CT03 Chainsaw Chain 3/8"" P 1.1mm (30cm / 44 Links)"
CT04,"JR CT04 Chainsaw Chain 3/8"" P 1.1mm (35cm / 50 Links)"
CT05,"JR CT05 Chainsaw Chain 3/8"" P 1.1mm (35cm / 52 Links)"
CT06,"JR CT06 Chainsaw Chain 3/8"" P 1.3mm (25cm / 40 Links)"
CT07,"JR CT07 Chainsaw Chain 3/8"" P 1.3mm (30cm / 44 Links)"
CT09,"JR CT09 Chainsaw Chain 3/8"" P 1.3mm (30cm / 47 Links)"
CT10,"JR CT10 Chainsaw Chain 3/8"" P 1.3mm (35cm / 49 Links)"
CT11,"JR CT11 Chainsaw Chain 3/8"" P 1.3mm (35cm / 50 Links)"
CT12,"JR CT12 Chainsaw Chain 3/8"" P 1.3mm (35cm / 52 Links)"
CT13,"JR CT13 Chainsaw Chain 3/8"" P 1.3mm (40cm / 54 Links)"
CT14,"JR CT14 Chainsaw Chain 3/8"" P 1.3mm (40cm / 55 Links)"
CT15,JR CT15 40cm Chainsaw Chain (56 Links)
CT16,"JR CT16 Chainsaw Chain 3/8"" P 1.3mm (40cm / 57 Links)"
CT17,"JR CT17 Chainsaw Chain 3/8"" P 1.3mm (40cm / 57 Links)"
CT18,"JR CT18 Chainsaw Chain 3/8"" P 1.3mm (45cm / 62 Links)"
CT26,"JR CT26 Chainsaw Chain 0.325"" P 1.5mm (45cm / 72 Links)"
CT27,"JR CT43 Chainsaw Chain 0.325"" P 1.5mm (50cm / 76 Links)"
CT28,"JR CT28 Chainsaw Chain 0.325"" P 1.5mm (55cm / 86 Links)"
CT38,"JR CT38 Chainsaw Chain 3/8"" P 1.5mm (45cm / 68 Links)"
CT41,"JR CT41 Chainsaw Chain 3/8"" P 1.6mm (40cm / 60 Links)"
CT44,"Chainsaw Chain 3/8"" P 1.6mm (43cm / 60 Links) -JR CT44"
HAR001,Brushcutter Shoulder-Harness (Single) - JR HAR001
HAR002,Quick-Release Brushcutter Shoulder-Harness (Single) - JR HAR002
HAR003,Quick-Release Brushcutter Shoulder-Harness (Double) - JR HAR003
HAR004,Quick-Release Brushcutter Shoulder-Harness for Left-Handers (Double)- JR HAR004
HAR005,Comfort Plus Brushcutter Shoulder-Harness (Double) - JR HAR005
HAR006,Comfort Pro Brushcutter Shoulder-Harness (Double) - JR HAR006
HAR007,Comfort Pro Brushcutter Shoulder Harness (Double) - JR HAR007
HAR008,Comfort Pro Brushcutter Shoulder-Harness (Double) - JR HAR008
JR-BC001,Protective Cover for Lawnmowers - JR BCH001
BCH002,Protective Cover for Ride-on Mowers - Medium - JR BCH002
C-BCH003,JR BCH003 Protective Cover for 102cm+ Tractor Mowers
BCH004,Protective Cover for Generators - JR BCH004
BCH005,Protective Cover for Snow Throwers- JR BCH005
EF-LR53VK,Efco LR53-VK AllRoad Plus-4 4-in-1 Self-Propelled Petrol Lawnmower with Variable-Speed Drive
HYU-HY-SC210,Hyundai 212cc/40cm Petrol Lawn Scarifier | HYSC210
HYU-HY-M430SPE,Hyundai 139cc/42cm 3-in-1 Self-Propelled Petrol Lawnmower with Electric Start | HYM430SPE
ENG-THEN,Energizer® THEN 40v Cordless Hedgetrimmer (Tool Only)
ENG-TDE-40N,Energizer® TDE-40N 40v 3-in-1 Cordless Lawnmower (Inc. Battery & Charger)
ENG-TDE-46N,Energizer® TDE-46N 40v 4-in-1 Hi-Wheel Cordless Lawnmower (Inc. Battery & Charger)
ENG-BA4,Energizer® BA4 40v Lithium-Ion Battery
EZ40VCH-UK,Energizer® CHUK 40v Battery Charger
PRIM-JR-200,Primo Oval JR200 Ceramic BBQ Grill Starter Package (Code 7740)
FD-TR4870,Feider TR4870 Variable-Speed Petrol Rear-Roller Lawnmower
FD-TR5220,Feider TR5220 Variable-Speed Petrol Rear-Roller Lawnmower
STIG-294513548/ST1,Stiga Twinclip 950 VE 4-in-1 Variable-Speed Petrol Lawnmower with Electric Start
STIG-294568038/ST2,Stiga Twinclip 955 B Self-Propelled Petrol Lawnmower with Blade-Brake Clutch & Honda Engine
HYU-HY-M530SPER,Hyundai Self-Propelled 196cc/53cm Petrol Roller Lawnmower with Electric Start | HYM530SPER
ZOM-DM541,Zomax DM541 58v Cordless Variable-Speed Lawnmower (Inc. Batteries & Charger)
ZOM-DP551,Zomax DP551 58v Cordless Pole-Saw (Tool Only)
ZOM-DP552,Zomax DP552 58v Long-Reach Cordless Hedgetrimmer (Tool Only)
TAN-B4-9-1.6,Tanaka Brushcutter Blade (B4/9/1.6)
LA-LFS700,Prestige Large Round Firepit
LA-LFS702,Prima Steel FireBowl
LA-LFS706,Hestia Firepit
LA-LFS703,Signa Fire-Basket with BBQ Grill
LA-LFS750,Earth Fire Globe
LA-LFS751,Deer Fire Globe
LA-LFS105,Explorer Steel-Barrel Charcoal BBQ
LA-BA0017C,"17"" Kettle Charcoal BBQ"
LA-BA0022A,"22"" Kettle Charcoal BBQ C/W Wheels"
LA-LFS253,Half-Barrel Charcoal BBQ
OLY-39-014,"Olympia 14"" Bolt Cutter, Centre Cut - (39-014)"
OLY-64-011,Roughneck Micro-Pick/Mattock with Fibreglass Handle | 64-011
OLY-64-396,Big Mutt Pro Multi-Purpose Scraper with Wooden Handle | 64-396
OLY-64-398,"Big MUTT Pro with 9""x7"" Blade and 64"" Steel Handle"
OLY-64-400,"Gorilla 14"" & 24"" Bar Set  - 64-400"
OLY-64-562,Roughneck Telegraph-Pole Digger Bar | 64-562
OLY-64-585,Roughneck Bent-Tip Digger Bar | 64-585
OLY-65-504/001,Roughneck Wood Grenade Log-Splitting Wedge | Single Pack | 65-504/001
OLY-65-644,Roughneck Axe with Double-Injected Fibreglass Handle | 65-644
OLY-65-690,Roughneck 'Logger's Mate' Saw Bench | 65-690
OLY-65-908,Gorilla Sledge Hammer 8lb
OLY-65-910,Roughneck ‘Gorilla’ 4.5kg/10lbs Sledgehammer | 65-910
OLY-66-812,Roughneck 30cm Bow Hacksaw with Additional HSS Blade | 66-812
OLY-66-821,Roughneck 53cm Pointed-Tip Bow Saw with Small Straight Teeth | 66-821
OLY-66-822,Roughneck 53cm Standard-Tip Bow Saw with Small Straight Teeth | 66-822
OLY-66-824,"Roughneck 24"" Bow Saw fitted with Small Straight Teeth"
OLY-66-830,Roughneck 76cm Standard-Tip Bow Saw with Small Straight Teeth | 66-830
OLY-66-840,Roughneck 30cm Green-Wood Bow-Saw Blade with Big Raker Teeth | 66-840
OLY-66-842,Roughneck 53cm Green-Wood Bow-Saw Blade with Big Raker Teeth | 66-842
OLY-66-844,Roughneck 61cm Green-Wood Bow-Saw Blade with Big Raker Teeth | 66-844
OLY-66-852,Roughneck 53cm Seasoned-Wood Bow-Saw Blade with Small Straight Teeth | 66-852
OLY-66-854,Roughneck 61cm Seasoned-Wood Bow-Saw Blade with Small Straight Teeth | 66-854
OLY-66-856,Roughneck 76cm Seasoned-Wood Bow-Saw Blade with Small Straight Teeth | 66-856
OLY-67-755,Roughneck Small Post-Hole Rammer | 67-755
OLY-68-006,Roughneck Square-End Micro Shovel | 68-006
OLY-68-008,Roughneck Micro Garden-Fork | 68-008
OLY-68-146,"Roughneck Square Point Shovel 36"" D- Handle (68-146)"
OLY-68-260,Roughneck Auger-Type Post-Hole Digger | 68-260
LA-LFS500,Portable Camping Gas BBQ
LA-LFS687Q,Cuba 2-Burner Gas BBQ c/w Side Shelves
LA-LFS684,St Vincent 3+1 Burner Gas BBQ c/w Side Burner
LA-LFS688BLK,Grenada 4+1 Burner Gas BBQ c/w Side Burner
LA-LFS680,Bahama Stainless-Steel Gas BBQ Island
LA-LFS683,Dominica 5 +1 Burner Gas BBQ c/w Side Burner
RAC-30PB-1,Racing 30PB Petrol Brushcutter
EZ40VTREN,Energizer® TREN 40v Cordless Chainsaw (Tool Only)
EZ40VSEN,Energizer® SEN 40v Cordless Leaf-Blower (Tool Only)
EZ40VELPN,Energizer® ELPN 40v Cordless Pole-Saw (Tool Only)
FD-T5175ES,Feider T5175ES 4-in-1 Hi-Wheel Self-Propelled Petrol Lawnmower with Electric Start
FD-T4640ES,Feider T4640ES 4-in-1 Self-Propelled Petrol Lawnmower with Electric Start
FD-BTR55,Feider BTR55 Mini Wheeled Grass-Trimmer
FD-TD55,Feider TD55 Backpack Leaf Blower
FD-BRE40V,Feider BRE40V Battery-Powered Electric Wheelbarrow
C-FAST175P,Feider FAST175P Hand-Propelled Wheeled Garden Vacuum
C-FAST175T,Feider FAST175T Self-Propelled Wheeled Garden Vacuum
C-FSC,Feider Powered Rake Attachment (for FAST175T Garden Vacuum)
C-FBR,Feider Powered Brush Attachment (for FAST175T Garden Vacuum)
FD-FTU,Feider Hose Kit (for FAST175 Garden Vacuums)
FD-FT200,Feider FT200 Scythe-Bar Mower
FBVES2800-UK,Feider FBVES2800 Electric Garden Shredder
FBT220,Feider FBT220 Petrol Chipper-Shredder
C-FBT270,Feider FBT270 Petrol Chipper-Shredder
SMP-SAPPHIRE54GREEN,Sapphire 5x4 Metal Apex Green Shed
SMP-SAPPHIRE54ANTH,Sapphire 5x4 Metal Apex Anthracite Shed
SMP-SAPPHIRE64GREEN,Sapphire 6x4 Metal Apex Green Shed
SMP-SAPPHIRE64ANTH,Sapphire 6x4 Metal Apex Anthracite Shed
SMP-SAPPHIRE86GREEN,Sapphire 8x6 Metal Apex Green Shed
SMP-SAPPHIRE86ANTH,Sapphire 8x6 Metal Apex Anthracite Shed
SMP-SAFFRONAPEX88,Saffron 8x8 Vinyl Shed
SMP-SAFFRONLEANTO48,Saffron 4x8 Vinyl Lean To Shed
SMP-LFT745,Lifetime 7x4.5 Heavy Duty Plastic Shed
SMP-LFT85,Lifetime 8x5 Heavy Duty Plastic Shed - NEW EDITION
SMP-LFT875,Lifetime 8x7.5 Heavy Duty Plastic Shed - SPECIAL EDITION
SMP-LFT810SPECIAL,Lifetime 10x8 Heavy Duty Plastic Shed - Single Entrance NEW EDITION
SMP-LFT8125SPECIAL,Lifetime 12.5' x 8' Heavy Duty Plastic Shed - NEW EDITION
SMP-LFT815SPECIAL,Lifetime 15 x 8 Heavy Duty Plastic Shed - Single Entry
FRE7050,Feider FRE7050 Battery-Powered Electric Ride-On Mower
FD-FBE-4T,Feider FBE-4T 4-Ton Electric Log-Splitter
FD-FBE-5TS,Feider FBE-5TS 5-Ton Electric Log-Splitter with Stand
FD-FBE-7TS,Feider FBE-7TS 7-Ton Electric Log-Splitter with Stand
FBT420,Feider FBT420 Petrol Chipper
FD-FBE-8T100,Feider FBE-8T100 8-Tonne Electric Log Splitter
FBAE200-2,Feider FBA-E200 Self-Propelled Powered Snow & Leaf Sweeper
FBAE200ES-2,Feider FBA-E200ES Self-Propelled Powered Sweeper with Electric Start
FCOL,Feider FCOL Collection Box (for FBA-E200/ES Sweeper)
FPEL,Feider FPEL Dozer-Blade Attachment (for FBA-E200/ES Sweeper)
FTDNT,Feider FTDNT 2-Stage Snow-Blower Attachment (for FBA-E200/ES Sweeper)
FD-FBT-10T100,Feider FBT-10T100 10-Tonne Petrol Log-Splitter
HYU-HY-W3000P2,Hyundai 212cc/2800psi Petrol Pressure-Washer | HYW3000P2
RAC-4000P-LA,Racing 4000P Hand-Propelled Petrol Lawnmower
EZ20VCBC-UK,Energizer® CBC 20v 2-in-1 Cordless Grass-Trimmer & Lawn Edger (Inc. Battery & Charger)
EZ20VELPC-UK,Energizer® ELPC 20v Cordless Pole-Saw (Inc. Battery & Charger)
EZ20VSEC-UK,Energizer® SEC 20v Cordless Leaf-Blower (Inc. Battery & Charger)
EZ20VTHC-UK,Energizer® THC 20v Cordless Hedgetrimmer (Inc. Battery & Charger)
EZ20VTHPC-UK,Energizer® THPC 20v Cordless Long-Reach Hedgetrimmer (Inc. Battery & Charger)
2033,Feider TR4870 Variable-Speed Rear-Roller Lawnmower | Refurbished Model
STIG-2T0610481/ST1,Stiga Tornado 398 Side-Discharge Lawn Tractor with Hydrostatic Drive
OR-SH71H,Orec SH71H Professional Field & Brush Mower
HAR-BC220SS,Harry BC220SS Petrol Brushcutter
FAST200T,Feider FAST200T 2-Speed Industrial-Duty Leaf & Litter Vacuum (Hard Surface)
OR-HR531,Orec HR531 Flail Mower
JR-PTR006,Protective Goggles - JR PTR006
JR-PTR008,Protective Glasses - JR PTR008
JR-DDS020,Weeder Disc for Brushcutters  JR DDS020 (  230mm)
JR-DDS021,Weeder Disc for Brushcutters (255mm )- JR DDS021
JR-TFN039,Universal Aluminium Trimmer Head with 3mm Line - JR TFN039
JR-TFN047,Universal Eco Combi Quad Line-Head with Blade for 30cc Brushcutters- JR TFN047
JR-TFN046,Replacement Blade (for TFN047 Line-Head) -JR TFN046
JR-TFN043,Replacement Blade (for TFN041 Line-Head)- JR TFN043
JR-TFN044,Replacement Blade (for TFN042 Line-Head) - JR TFN044
JR-PRT005,Professional Lift-Up Brushcutter Visor with Dual Shield - JR PRT005
JR-BOU001,Spark Plug - JR BOU001 ( Equivalent to CHAMPION RJ19LM OR NGK BR21LM)
BOU004,Spark Plug - JR BOU004 ( Equivalent to NGK BPR5ES OR CHAMPION RN11YC)
SNAP-ZTX105,Snapper ZTX105 Zero-Turn Ride-On Mower
C-2T2630481/ST2,Stiga Estate 598 W Rear-Collect V-Twin Garden Tractor with Hydrostatic Drive
RAC-5073T,Racing 5073T 4-in-1 Hi-Wheel Self-Propelled Petrol Lawnmower
OM-OM124S/22H,Oleo-Mac OM124S/22H Heavy-Duty Rear-Collect V-Twin Garden Tractor with Hydrostatic Drive
OM-GV53-TK-ALLROAD-PLUS-4,Oleo-Mac GV53-TK AllRoad Plus-4 4-in-1 Self-Propelled Petrol Lawnmower
EF-IP1750S,Efco IP1750S Electric Cold-Water Pressure Washer
EM-BT155,Bertolini BT155 Compact Petrol Front-Tine Cultivator
EF-IP1150S,Efco IP1150S Electric Cold-Water Pressure Washer
LF-LRM19PDR,Lawnflite LRM19PDR Self-Propelled Petrol Rear-Roller Lawnmower
SNAP-2691704,Snapper RPX210 Rear-Collect V-Twin Garden Tractor with Hydrostatic Drive
FAJ130,Feider Legacy 'Pent' Metal Garden Shed  1.3 m² - One side roof ( FAJ130)
FAJ200A,Feider Premium Metal Garden Legacy Apex Shed  2 m² - Double side roof ( FAJ200A)
FAJ240P,Feider Premium Metal Garden Legacy Apex Shed  2.4 m² - Double side roof ( FAJ240P)
FAJ700A,Feider Premium Large Metal Garden Legacy Apex Shed 7 m² - Double side roof ( FAJ700A)
FAJ400A,Feider Premium Metal Garden Legacy Shed - Apex Shed -  4 m²  Double side roof ( FAJ400A )
CHIP-C257,Chipperfield C25-7 Ultra-Compact Rear-Collect Ride-On Mower with Manual Drive
SI-SRD310,Simplicity Regent SRD310 Rear-Collect V-Twin Garden Tractor with Hydrostatic Drive
SIM-SZT275,Simplicity Courier™ SZT275 Zero-Turn Ride-On Mower
JR-0FT001,3 Tier Steel Saw Horse Solid Steel  JR-FT001
JR-AFC0001,Chainsaw File - JR Spares - 3.5mm  Chain Saw Sharpener - JR-AFC0001
JR-AFC0002,Chainsaw File - JR Spares - 4mm  Chain Saw Sharpener - JR-AFC0002
JR-AFC0003,Chainsaw File - JR Spares - 4.8mm  Chain Saw Sharpener - JR-AFC0003
JR-AFC0004,Chainsaw File - JR Spares - 5.5mm  Chain Saw Sharpener - JR-AFC0004
JR-AFC0005,Chainsaw File Handle - JR Spares - Universal Handle for  Chainsaw Sharpener - JR-AFC0005
JR-AFC0012,Flat Chainsaw File - JR Spares - 15cm x 1.6cm Chain Saw Sharpener - JR-AFC0012
JR-ROU001,Lawnmower Spare Wheel 15cm-  JR Spares - Universal Fit with 3 x ring adapters 8-10-12-12.8mm JR-ROU001
JR-ROU002,Lawnmower Spare Wheel 18cm-  JR Spares - Universal Fit with 3 x ring adapters 8-10-12-12.8mm JR-ROU002
JR-ROU003,Lawnmower Spare Wheel 20cm-  JR Spares - Universal Fit with 3 x ring adapters 8-10-12-12.8mm JR-ROU003
JR-AFC0013,Chainsaw Chain Grinding Wheel Stone 100mm x 16mm x 3.2mm  - JR-AFC0013
JR-AFC0014,Chainsaw Chain Grinding Wheel Stone 100mm x 22mm x 3.2mm - JR-AFC0014
JR-AFC0015,Chainsaw Chain Grinding Wheel Stone 100mm x 10mm x 3.2mm- JR-AFC0015
JR-AFC0016,Chainsaw Chain Grinding Wheel Stone 100mm x 10mm x 3.2mm - JR-AFC0016
JR-BOU022,Spark Plug - JR BOU0022 (Equivalent to CHAMPION RZ7C OR NGK CMR6H)
FAA008,Lawn Mower Air Filter -  JR Spares - JR-FAA0008 fits Briggs and Stratton
OY-64-511,Gorilla 10'' Bonsai Bar wide tip - 64-511
OY-64-961,Roughneck 'Gorilla' 5-Piece Wrecking-Bar Set | 64-961
FD-FAST175PED,Feider FAST175P Push Wheeled Garden Vacuum Leaf Collector (Ex-Demo / Serviced)
MASP-465741,Masport 200 ST L Hand-Propelled Petrol Lawnmower
MASP-465743,Masport 300 AL L Hand-Propelled Petrol Lawnmower with Aluminium Deck
MF-STRIPINGKIT,Mountfield/Stiga Lawn-Striping Kit for 4WD Rear-Collect Tractors | 2I2120000/18
OM-GSH-400,Oleo-Mac GSH-400-14 Petrol Chainsaw (35cm Guide Bar)
MF-HP185,Mountfield HP185 Petrol Lawnmower
OM-4175169A,Oleo Mac 5 Litre Red Plastic Jerry Can for Fuel
MF-SP41,Mountfield SP41 Self-Propelled Petrol Lawnmower
CP-JERRYCAN5|L,5 Litre Green Plastic Jerry Can for Fuel - Petrol Can
OM-OM84/14.5KH,Oleo-Mac OM84/14.5KH Rear-Collect Lawn Tractor with Hydrostatic Drive
ST-RE110,STIHL RE110 Electric High-Pressure Washer
ST-RE120,STIHL RE120-Plus Electric High-Pressure Washer
MF-SP185,Mountfield SP185 3-in-1 Self-Propelled Petrol Lawnmower
RAC-4545PCS-2,Racing 4545PCS-2 Petrol Chainsaw (45cm Guide Bar)
RAC-500EHT-1,Racing 500EHT-1 Electric Hedgetrimmer
RAC-RAC4IN1E1UK,Racing RAC4IN1E-UK | 4 in 1 Electric Multi-tool  900w
RAC-2000WB,Racing 2000WB Electric Thermal Weed-Burner
MF-HP41,Mountfield HP41 Hand-Propelled Petrol Lawnmower
RAC-52PB,Racing 52PB Petrol Brushcutter
FTDT5096-AC,Feider 5096-AC 4-in-1 Hi-Wheel Self-Propelled Petrol Lawnmower
FD-FTDT5070-AC,Feider 5070-AC 4-in-1 Hi-Wheel Self-Propelled Petrol Lawnmower
HY-C1600E,Hyundai 1600w Electric Chainsaw - 35cm Guide Bar | HYC1600E
HY-C2400E,Hyundai 2400w Electric Chainsaw - 40cm Guide Bar | HYC2400E
HY-CH7070E2,Hyundai 208cc Electric-Start Petrol Wood-Chipper | HYCH7070E-2
HY-M3300E,Hyundai 1200w/33cm 3-in-1 Electric 4-Wheel Rear-Roller Lawnmower | HYM3300E
HY-M3800E,Hyundai 1600w/38cm Electric 4-Wheel Rear-Roller Mulching Lawnmower | HYM3800E
HY-HY1000SI,Hyundai 1000w Petrol Inverter Generator | HY1000Si
HY-100-A,Hyundai 420cc 4-Stroke Petrol Water-Pump | HY100
HY3200SEi,Hyundai 3200w Petrol Inverter Generator | HY3200SEi
LA-505-317,Lifestyle Wooden Garden Bench - 3 Seater Bench   1.5m
HY- HY3500RVi,Hyundai 3500w Motorhome/RV Petrol Leisure Generator | HY3500RVi
HY-HYLS8000V,Hyundai 3000w/8-Tonne Vertical Electric Log-Splitter | HYLS8000V
HY-HYW3100P2,Hyundai 212cc/3100psi Petrol Pressure-Washer | HYW3100P2
FNHPT240,Feider FNHPT240 Petrol Pressure-Washer
HY-HYW4000P,Hyundai 420cc/4000psi Professional Petrol Pressure-Washer | HYW4000P
