"id","org_id","created_date","created_by_user_id","last_modified_date","last_modified_by_user_id","deleted_date","deleted_by_user_id","product_code","product_sku","product_name","product_description","cost_price","cost_price_average","cost_price_percentage","cost_chart_of_accounts","cost_currency","premium_declaration_cost_price","underwriter_cost_price","underwriter_cost_price_percentage","agent_cost_price","agent_cost_price_percentage","sell_currency","sell_price","sell_chart_of_accounts","status","product_type","product_category","pending_product_qty_in_stock","product_qty_in_stock","manage_stock","stock_value","resell_value","minimum_retail_price","maximum_retail_price","template_id","company_id","start_date","end_date","external_reference","sales_unit","recommended_retail_price","weight","service_levy_percentage","admin_fee","service_provision","plan_operating_charge","clip_fee_percentage","location","margin_calculation","supplier_id","part_number","bay","ean_barcode","product_image"
67015,6,,,,777,,,"799585","799585","FUEL CAP   B&S (HAYTER)","FUEL CAP   B&S (HAYTER)",4.52,0,,"4098","GBP",,,,,,"GBP",12.44,"4098","Active","4098 - SPARE PARTS","20",0,0,1,0,0,,,,,,,"C-799585",,,,,,,,,"",,,,,,
67016,6,,,,777,,,"800","800","CONSUMABLES","CONSUMABLES",0.01,0.01,,"4096","GBP",,,,,,"GBP",3.5,"4096","Active","4096 - CONSUMABLES & DISPOSABLES","201",0,-73,1,-0.73,-255.5,,,,,,,"C-800",,,,,,,,,"",,,,,,
67017,6,,,,777,,,"84001028","84001028","CARBURRETTOR   FITS B&S","CARBURRETTOR   FITS B&S",26.74,31.79,,"4098","GBP",,,,,,"GBP",89.97,"4098","Active","4098 - SPARE PARTS","20",0,2,1,53.48,179.94,,,,,,,"C-84001028",,,,,,,,,"",,752133,,,,
67018,6,,,,777,,,"84001031","84001031","CARBURRETTOR GENUINE B&S","CARBURRETTOR GENUINE B&S",26.74,26.74,,"4098","GBP",,,,,,"GBP",79.95,"4098","Active","4098 - SPARE PARTS","20",0,0,1,0,0,,,,,,,"C-84001031",,,,,,,,,"",,752133,,,,
67019,6,,,,777,,,"91014-209","91014-209","BLADE","BLADE",31.39,31.39,,"4098","GBP",,,,,,"GBP",62,"4098","Active","4098 - SPARE PARTS","20",0,0,1,0,0,,,,,,,"C-91014-209",,,,,,,,,"",,,,,,
67020,6,,,,777,,,"9103","9103","FUEL TANK CAP - BRIGGS & STRATTON","FUEL TANK CAP - BRIGGS & STRATTON",4.52,4.52,,"4098","GBP",,,,,,"GBP",19.97,"4098","Active","4098 - SPARE PARTS","20",0,1,1,4.52,19.97,,,,,,,"C-9103",,,,,,,,,"",,752107,,,,
67021,6,,,,777,,,"9153","9153","BRIGGS & STRATTON PROFESSIONAL ENGINE IN LINE FUEL FILTER","BRIGGS & STRATTON PROFESSIONAL ENGINE IN LINE FUEL FILTER",3.02,3.02,,"4098","GBP",,,,,,"GBP",9.99,"4098","Active","4098 - SPARE PARTS","20",0,2,1,6.04,19.98,,,,,,,"C-9153",,,,,,,,,"1B",,752107,,,,
67022,6,,,,777,,,"91VXL","91VXL","OREGON CHAINWAS CHAIN 3/8"" 1.3MM (SOLD PER LINK)""","OREGON CHAINWAS CHAIN 3/8"" 1.3MM (SOLD PER LINK)""",0.16,0.16,,"4098","GBP",,,,,,"GBP",0.75,"4098","Active","4098 - SPARE PARTS","20",0,1582,1,253.12,1186.5,,,,,,,"C-91VXL",,,,,,,,,"",,752133,,,,
67023,6,,,,777,,,"934904","934904","CONTROL CABLE   FITS QUALCAST","CONTROL CABLE   FITS QUALCAST",14.99,14.99,,"4098","GBP",,,,,,"GBP",33.12,"4098","Active","4098 - SPARE PARTS","20",0,0,1,0,0,,,,,,,"C-934904",,,,,,,,,"",,,,,,
67024,6,,,,777,,,"9434","9434","AIR FILTER KAWASAKI","AIR FILTER KAWASAKI",4.41,4.41,,"4098","GBP",,,,,,"GBP",19.99,"4098","Active","4098 - SPARE PARTS","20",0,2,1,8.82,39.98,,,,,,,"C-9434",,,,,,,,,"",,752107,,,,
67025,6,,,,777,,,"945-04331","945-04331","Genuine MTD Belt","Genuine MTD Belt",38.84,38.84,,"4098","GBP",,,,,,"GBP",99.98,"4098","Active","4098 - SPARE PARTS","20",0,1,1,38.84,99.98,,,,,,,"C-945-04331",,,,,,,,,"",,752107,,,,
67026,6,,,,777,,,"958214","958214","BLADE    FITS QUALCAST","BLADE    FITS QUALCAST",17.99,17.99,,"4098","GBP",,,,,,"GBP",34.2,"4098","Active","4098 - SPARE PARTS","20",0,1,1,17.99,34.2,,,,,,,"C-958214",,,,,,,,,"",,,,,,
67027,6,,,,777,,,"980658","980658","BLADE SINGLE (406MM)","BLADE SINGLE (406MM)",6.01,6.01,,"4098","GBP",,,,,,"GBP",12.5,"4098","Active","4098 - SPARE PARTS","20",0,1,1,6.01,12.5,,,,,,,"C-980658",,,,,,,,,"",,,,,,
67028,6,,,,777,,,"AC90","AC90","AC90 MULTIPURPOSE LUBRICANT 500ML","AC90 MULTIPURPOSE LUBRICANT 500ML",4.36,4.36,,"4098","GBP",,,,,,"GBP",8.72,"4098","Active","4098 - SPARE PARTS","20",0,24,1,104.64,209.28,,,,,,,"C-AC90",,,,,,,,,"COSH CABINET",,752133,,,,
67029,6,,,,777,,,"AK4314","AK4314","SCREWDRIVER SET 4PC JIS","SCREWDRIVER SET 4PC JIS",8.98,8.98,,"4025","GBP",,,,,,"GBP",19.96,"4025","Active","4025 - MISC","24",0,2,1,17.96,39.92,,,,,,,"C-AK4314",,,,,,,,,"",,,,,,
67030,6,,,,777,,,"AK445","AK445","SIDE MANUAL GREASE GUN 3-WAY FILL","SIDE MANUAL GREASE GUN 3-WAY FILL",10.98,10.98,,"4025","GBP",,,,,,"GBP",24.95,"4025","Active","4025 - MISC","24",0,6,1,65.88,149.7,,,,,,,"C-AK445",,,,,,,,,"",,,,,,
67031,6,,,,777,,,"AK54","AK54","OIL SUCTION SYRINGE 550ML","OIL SUCTION SYRINGE 550ML",7.48,7.48,,"4025","GBP",,,,,,"GBP",12.47,"4025","Active","4025 - MISC","24",0,1,1,7.48,12.47,,,,,,,"C-AK54",,,,,,,,,"",,,,,,
67032,6,,,"2025-12-17T11:13:48.000Z",24305282,,,"AK63255","AK63255","COMBINATION SPANNER SET 16PC METRIC","COMBINATION SPANNER SET 16PC METRIC",23.98,19.98,,"4025","GBP",,,,,,"GBP",47.96,"4025","Active","4025 - MISC","24",0,2,1,47.96,95.92,,,,,,,"C-AK63255",,,,,,,,,"",,,,,,
67033,6,,,,777,,,"AK6863B","AK6863B","LOCKING PLIERS SET 3PC QUICK RELEASE","LOCKING PLIERS SET 3PC QUICK RELEASE",29.98,29.98,,"4025","GBP",,,,,,"GBP",59.96,"4025","Active","4025 - MISC","24",0,2,1,59.96,119.92,,,,,,,"C-AK6863B",,,,,,,,,"",,,,,,
67034,6,,,,777,,,"AK83452","AK83452","PLIERS SET 3PC VDE APPROVED","PLIERS SET 3PC VDE APPROVED",27.98,27.98,,"4025","GBP",,,,,,"GBP",58.29,"4025","Active","4025 - MISC","24",0,2,1,55.96,116.58,,,,,,,"C-AK83452",,,,,,,,,"",,,,,,
67035,6,,,"2025-11-24T12:14:11.000Z",24305274,,,"AK9567","AK9567","SEALEY ADJUSTABLE WRENCH SET 4PC","SEALEY ADJUSTABLE WRENCH SET 4PC",21.98,21.98,,"4025","GBP",,,,,,"GBP",47.87,"4025","Active","4025 - MISC","24",0,2,1,43.96,95.74,,,,,,,"C-AK9567",,,,,,,,,"",,,,,,
67036,6,,,,777,,,"AL101","AL101","STIHL STANDARD CHARGER","STIHL STANDARD CHARGER",28.17,28.17,,"4025","GBP",,,,,,"GBP",68.9,"4025","Active","4025 - MISC","20",0,0,1,0,0,,,,,,,"C-AL101",,,,,,,,,"",,752109,,,,
67037,6,,,,777,,,"ALF016A57577","ALF016A57577","WASHER -HOC INDICATOR","WASHER -HOC INDICATOR",19.59,19.59,,"4098","GBP",,,,,,"GBP",49.99,"4098","Active","4098 - SPARE PARTS","20",0,0,1,0,0,,,,,,,"C-ALF016A57577",,,,,,,,,"",,752107,,,,
67038,6,,,,777,,,"ALF016A57941","ALF016A57941","DRIVE BELT","DRIVE BELT",29.1,29.1,,"4098","GBP",,,,,,"GBP",58.2,"4098","Active","4098 - SPARE PARTS","20",0,0,1,0,0,,,,,,,"C-ALF016A57941",,,,,,,,,"P C/O",,752107,,,,
67039,6,,,,777,,,"ALF016A58040","ALF016A58040","CABLE ADJUSTER","CABLE ADJUSTER",4.01,4.01,,"4098","GBP",,,,,,"GBP",8.02,"4098","Active","4098 - SPARE PARTS","20",0,0,1,0,0,,,,,,,"C-ALF016A58040",,,,,,,,,"P C/O",,752107,,,,
67040,6,,,,777,,,"ALF016A58728","ALF016A58728","BELT -  ROLLER DRIVE","BELT -  ROLLER DRIVE",20.49,20.49,,"4098","GBP",,,,,,"GBP",40.98,"4098","Active","4098 - SPARE PARTS","20",0,0,1,0,0,,,,,,,"C-ALF016A58728",,,,,,,,,"",,752107,,,,
67041,6,,,,777,,,"ALF016J10127","ALF016J10127","GENUINE ALLETT/ ATCO/ QUALCAST THROTTLE CABLE","GENUINE ALLETT/ ATCO/ QUALCAST THROTTLE CABLE",23.55,23.55,,"4098","GBP",,,,,,"GBP",47.1,"4098","Active","4098 - SPARE PARTS","20",0,1,1,23.55,47.1,,,,,,,"C-ALF016J10127",,,,,,,,,"",,752107,,,,
67042,6,,,,777,,,"AP-S390H","AP-S390H","APACHE S390H PETROL SCARIFIER (HONDA ENGINE)","APACHE S390H PETROL SCARIFIER (HONDA ENGINE)",384.75,0,,"4013","GBP",,,,,,"GBP",541.16,"4013","Active","4013 - SCARIFIERS","60",0,0,1,0,0,,,,,,,"C-AP-S390H",,,33,,,,,,"",,752098,,,,
67043,6,,,,777,,,"APACHEEVO92","APACHEEVO92","","",6684,0,,"4011","GBP",,,,,,"GBP",7399,"4011","Active","4011 - RIDE ON LAWNMOWERS","35",0,0,1,0,0,,,,,,,"C-APACHEEVO92",,,,,,,,,"",,752095,,,,
67044,6,,,,777,,,"APMTB1","APMTB1","SEALEY MINI TOOL CHEST - APMTB1","SEALEY MINI TOOL CHEST - APMTB1",19.98,19.98,,"4025","GBP",,,,,,"GBP",29.13,"4025","Active","4025 - MISC","24",0,2,1,39.96,58.26,,,,,,,"C-APMTB1",,,,,,,,,"",,752164,,,,
67045,6,,,"2025-12-03T10:21:30.000Z",24305274,,,"ASPEN2T1LEW","ASPEN2T1LEW","ASPEN 2 1L","ASPEN 2 1L",4.48,4.07,,"4098","GBP",,,,,,"GBP",7.5,"4098","Active","4098 - SPARE PARTS","20",0,45,1,201.6,337.5,,,,,,,"C-ASPEN2T1LEW",,,,,,,,,"COSH CABINET",,,,,,
67046,6,,,,777,,,"ASPEN2T200LBULK","ASPEN2T200LBULK","ASPEN 2 200L","ASPEN 2 200L",532,532,,"4098","GBP",,,,,,"GBP",641.67,"4098","Active","4098 - SPARE PARTS","20",0,0,1,0,0,,,,,,,"C-ASPEN2T200LBULK",,,,,,,,,"",,,,,,
67047,6,,,,777,,,"ASPEN2T5LEW","ASPEN2T5LEW","ASPEN 2 5L","ASPEN 2 5L",15.3,15.3,,"4098","GBP",,,,,,"GBP",20.83,"4098","Active","4098 - SPARE PARTS","20",0,13,1,198.9,270.79,,,,,,,"C-ASPEN2T5LEW",,,,,,,,,"COSH CABINET",,,,,,
67048,6,,,"2025-12-03T10:21:07.000Z",24305274,,,"ASPEN4T1LEW","ASPEN4T1LEW","ASPEN 4 1L","ASPEN 4 1L",4.48,3.59,,"4098","GBP",,,,,,"GBP",7.5,"4098","Active","4098 - SPARE PARTS","20",0,16,1,71.68,120,,,,,,,"C-ASPEN4T1LEW",,,,,,,,,"",,,,,,
67049,6,,,"2025-11-06T15:20:12.000Z",24305274,,,"ASPEN4T5LEW","ASPEN4T5LEW","ASPEN 4 5L","ASPEN 4 5L",18.8,18.24,,"4098","GBP",,,,,,"GBP",27.5,"4098","Active","4098 - SPARE PARTS","20",0,18,1,338.4,495,,,,,,,"C-ASPEN4T5LEW",,,,,,,,,"COSH CABINET",,,,,,
67050,6,,,,777,,,"AT266MQ-RET","AT266MQ-RET","ALPINA AT2 66MQ RIDER - RETURNED MODEL","ALPINA AT2 66MQ RIDER - RETURNED MODEL",500,500,,"4011","GBP",,,,,,"GBP",1200,"4011","Active","4011 - RIDE ON LAWNMOWERS","199",0,0,0,0,0,,,,,,,"C-AT266MQ-RET",,,,,,,,,"",,752173,,,,
67051,6,,,,777,,,"B2LM","B2LM","NGK B2LM SPARK PLUG","NGK B2LM SPARK PLUG",1.8,1.41,,"4098","GBP",,,,,,"GBP",6.99,"4098","Active","4098 - SPARE PARTS","20",0,45,1,81,314.55,,,,,,,"C-B2LM",,,,,,,,,"2B",,752133,,,,
67052,6,,,,777,,,"B40N8770071","B40N8770071","SERIES 7 INTEK OHV V-TWIN","SERIES 7 INTEK OHV V-TWIN",545,0,,"4098","GBP",,,,,,"GBP",1089.89,"4098","Active","4098 - SPARE PARTS","20",0,0,1,0,0,,,,,,,"C-B40N8770071",,,,,,,,,"",,,,,,
67053,6,,,,777,,,"BA00DB00000","BA00DB00000","GENUINE COBRA EDGING BELT (V10X816) FITS FTDTR5220","GENUINE COBRA EDGING BELT (V10X816) FITS FTDTR5220",9.04,9.04,,"4098","GBP",,,,,,"GBP",29.99,"4098","Active","4098 - SPARE PARTS","20",0,4,1,36.16,119.96,,,,,,,"C-BA00DB00000",,,,,,,,,"",,752107,,,,
67054,6,,,,777,,,"BC1630","BC1630","BOOSTER CABLES 16MMÂ² X 3M 220A","BOOSTER CABLES 16MMÂ² X 3M 220A",12.98,12.98,,"4025","GBP",,,,,,"GBP",24.96,"4025","Active","4025 - MISC","24",0,2,1,25.96,49.92,,,,,,,"C-BC1630",,,,,,,,,"",,,,,,
67055,6,,,,777,,,"BC330AB","BC330AB","STIGA PETROL BRUSHCUTTER","STIGA PETROL BRUSHCUTTER",99.23,0,,"4012","GBP",,,,,,"GBP",159,"4012","Active","4012 - HANDHELD PRODCUTS","32",0,0,1,0,0,,,,,,,"C-BC330AB",,,,,,,,,"",,,,,,
67056,6,,,,777,,,"BC535B","BC535B","STIGA PETROL BRUSHCUTTER","STIGA PETROL BRUSHCUTTER",130.73,130.73,,"4012","GBP",,,,,,"GBP",209,"4012","Active","4012 - HANDHELD PRODCUTS","32",0,0,1,0,0,,,,,,,"C-BC535B",,,,,,,,,"",,752173,,,,
67057,6,,,,777,,,"BCH-250T","BCH-250T","OLEO-MAC BCH-250T PETROL BRUSHCUTTER","OLEO-MAC BCH-250T PETROL BRUSHCUTTER",144.08,144.08,,"4012","GBP",,,,,,"GBP",349.9,"4012","Active","4012 - HANDHELD PRODCUTS","35",0,0,1,0,0,,,,,,,"C-BCH-250T",,,6.4,,,,,,"",,752095,,,,
67058,6,,,,777,,,"BCH001","BCH001","PROTECTIVE COVER FOR LAWNMOWERS - BCH001","PROTECTIVE COVER FOR LAWNMOWERS - BCH001",4.38,4.38,,"4098","GBP",,,,,,"GBP",16.62,"4098","Active","4098 - SPARE PARTS","15",0,-5,1,-21.9,-83.1,,,,,,,"C-BCH001",,,,,,,,,"3A",,752066,,,,
67059,6,,,,777,,,"BCH002","BCH002","PROTECTIVE COVER (MEDIUM)","PROTECTIVE COVER (MEDIUM)",8.83,8.83,,"4098","GBP",,,,,,"GBP",27.46,"4098","Active","4098 - SPARE PARTS","15",0,3,1,26.49,82.38,,,,,,,"C-BCH002",,,,,,,,,"",,,,,,
67060,6,,,,777,,,"BCH003","BCH003","JR BCH003 LARGE TRACTOR COVER","JR BCH003 LARGE TRACTOR COVER",12.27,8.6,,"4098","GBP",,,,,,"GBP",35,"4098","Active","4098 - SPARE PARTS","3",0,2,1,24.54,70,,,,,,,"C-BCH003",,,1.14,,,,,,"3D",,752066,,,,
67061,6,,,,777,,,"BCH400T","BCH400T","OLEO MAC BCH400T BRUSHCUTTER","OLEO MAC BCH400T BRUSHCUTTER",188.41,188.41,,"4012","GBP",,,,,,"GBP",260.66,"4012","Active","4012 - HANDHELD PRODCUTS","35",0,0,1,0,0,,,,,,,"C-BCH400T",,,,,,,,,"",,752095,,,,
67062,6,,,,777,,,"BCPR5ES","BCPR5ES","SPARK PLUG -          NGK BCPR5ES","SPARK PLUG -          NGK BCPR5ES",1.53,1.76,,"4098","GBP",,,,,,"GBP",7.99,"4098","Active","4098 - SPARE PARTS","20",0,128,1,195.84,1022.72,,,,,,,"C-BCPR5ES",,,,,,,,,"",,752133,,,,
67063,6,,,,777,,,"BDUK-600","BDUK-600","LABOUR","LABOUR",0.01,0.01,,"4097","GBP",,,,,,"GBP",0,"4097","Active","4097 - SERVICE CHARGES","201",0,0,1,0,0,,,,,,,"C-BDUK-600",,,,,,,,,"",,,,,,
67064,6,,,,777,,,"BDUK-COLLECTION","BDUK-COLLECTION","COLLECTION CHARGE","COLLECTION CHARGE",0.01,0.01,,"4097","GBP",,,,,,"GBP",0,"4097","Active","4097 - SERVICE CHARGES","201",0,-5,1,-0.05,0,,,,,,,"C-BDUK-COLLECTION",,,,,,,,,"",,,,,,
67065,6,,,,777,,,"BDUK-DELIVERY","BDUK-DELIVERY","DELIVERY CHARGE","DELIVERY CHARGE",0.01,0.01,,"4000","GBP",,,,,,"GBP",0,"4000","Active","4000 - Delivery charges - outward freight","201",0,-11,1,-0.11,0,,,,,,,"C-BDUK-DELIVERY",,,0,,,,,,"",,,,,,
67066,6,,,,777,,,"BDUK-HANDLING","BDUK-HANDLING","HANDLING CHARGE","HANDLING CHARGE",0.01,0.01,,"4097","GBP",,,,,,"GBP",0,"4097","Active","4097 - SERVICE CHARGES","201",0,0,1,0,0,,,,,,,"C-BDUK-HANDLING",,,,,,,,,"",,,,,,
67067,6,,,,777,,,"BDUK-PRODUCT","BDUK-PRODUCT","ADD MODEL HERE","ADD MODEL HERE",0.01,0.01,,"4010","GBP",,,,,,"GBP",0,"4010","Active","4010 - WALK BEHIND LAWNMOWERS","201",0,0,1,0,0,,,,,,,"C-BDUK-PRODUCT",,,,,,,,,"",,,,,,
67068,6,,,,777,,,"BG2","BG2","DIAMOND GRINDING WHEEL DRESSER","DIAMOND GRINDING WHEEL DRESSER",4.98,4.98,,"4025","GBP",,,,,,"GBP",11.21,"4025","Active","4025 - MISC","24",0,0,1,0,0,,,,,,,"C-BG2",,,,,,,,,"",,,,,,
67069,6,,,,777,,,"BG305.12.4-4","BG305.12.4-4","GEAR CASE -                                             FITS DM26L","GEAR CASE -                                             FITS DM26L",2.8,2.8,,"4098","GBP",,,,,,"GBP",10.79,"4098","Active","4098 - SPARE PARTS","20",0,20,1,56,215.8,,,,,,,"C-BG305.12.4-4",,,,,,,,,"",,,,,,
67070,6,,,,777,,,"BG305.13.1","BG305.13.1","GUARD -                                      FITS DM26L","GUARD -                                      FITS DM26L",1.52,0,,"4098","GBP",,,,,,"GBP",12.46,"4098","Active","4098 - SPARE PARTS","20",0,0,1,0,0,,,,,,,"C-BG305.13.1",,,,,,,,,"",,,,,,
67071,6,,,,777,,,"BG305.13.1/2","BG305.13.1/2","CLAMP -                                               FITS DM26L","CLAMP -                                               FITS DM26L",0.24,0.24,,"4098","GBP",,,,,,"GBP",3.29,"4098","Active","4098 - SPARE PARTS","20",0,5,1,1.2,16.45,,,,,,,"C-BG305.13.1/2",,,,,,,,,"",,,,,,
67072,6,,,,777,,,"BG415-2","BG415-2","BRUSHCUTTER BLADE -                                  FITS DM26L / H","BRUSHCUTTER BLADE -                                  FITS DM26L / H",0.6,0.6,,"4098","GBP",,,,,,"GBP",16.63,"4098","Active","4098 - SPARE PARTS","20",0,49,1,29.4,814.87,,,,,,,"C-BG415-2",,,,,,,,,"",,,,,,
67073,6,,,,777,,,"BM6F","BM6F","NGK BM6F SPARK PLUG","NGK BM6F SPARK PLUG",1.75,0,,"4098","GBP",,,,,,"GBP",8.97,"4098","Active","4098 - SPARE PARTS","20",0,0,1,0,0,,,,,,,"C-BM6F",,,,,,,,,"",,752107,,,,
67074,6,,,,777,,,"BOU001","BOU001","SPARK PLUG 14MM X 9.5MM (CHAMPION RJ19LM/ NGKBR2LM/ BOSCH WR11E0)","SPARK PLUG 14MM X 9.5MM (CHAMPION RJ19LM/ NGKBR2LM/ BOSCH WR11E0)",0.68,0.68,,"4098","GBP",,,,,,"GBP",6.68,"4098","Active","4098 - SPARE PARTS","3",0,-2,1,-1.36,-13.36,,,,,,,"C-BOU001",,,1,,,,,,"",,752066,,,,
67075,6,,,,777,,,"BOU002","BOU002","JR BOU002 Replaces: Bosch WS8E - Champion CJ8 - Denzo W20MUS - NGK BM6A - Torch L6C","JR BOU002 Replaces: Bosch WS8E - Champion CJ8 - Denzo W20MUS - NGK BM6A - Torch L6C",0.74,0.74,,"4098","GBP",,,,,,"GBP",6.98,"4098","Active","4098 - SPARE PARTS","15",0,4,1,2.96,27.92,,,,,,,"C-BOU002",,,,,,,,,"",,752066,,,,
67076,6,,,,777,,,"BOU006","BOU006","JR BOU006 Replaces original: Champion RN11YC, NGK BPR5ES, Bosch WR9DC, Denso W16EPRU, Torch F5RTC","JR BOU006 Replaces original: Champion RN11YC, NGK BPR5ES, Bosch WR9DC, Denso W16EPRU, Torch F5RTC",0.78,0.78,,"4098","GBP",,,,,,"GBP",6.98,"4098","Active","4098 - SPARE PARTS","15",0,1,1,0.78,6.98,,,,,,,"C-BOU006",,,,,,,,,"",,752066,,,,
67077,6,,,,777,,,"BOU008","BOU008","JR BOU008","JR BOU008",0.74,0.74,,"4098","GBP",,,,,,"GBP",7.98,"4098","Active","4098 - SPARE PARTS","15",0,22,1,16.28,175.56,,,,,,,"C-BOU008",,,,,,,,,"",,752066,,,,
67078,6,,,,777,,,"BOU012","BOU012","JR BOU012 Compatible with Champion RDJ8J, NGK BMR6F, Torch N6RC, Bosch HS6E, Denso T20MU","JR BOU012 Compatible with Champion RDJ8J, NGK BMR6F, Torch N6RC, Bosch HS6E, Denso T20MU",0.9,0.9,,"4098","GBP",,,,,,"GBP",7.98,"4098","Active","4098 - SPARE PARTS","15",0,49,1,44.1,391.02,,,,,,,"C-BOU012",,,0.1,,,,,,"",,752066,,,,
67079,6,,,,777,,,"BOU018","BOU018","JR BOU018 Replaces: Champion CJ6 - NGK BM7A - Bosch WS7E - Torch L7C - Denso W22MUS","JR BOU018 Replaces: Champion CJ6 - NGK BM7A - Bosch WS7E - Torch L7C - Denso W22MUS",0.74,0.74,,"4098","GBP",,,,,,"GBP",6.98,"4098","Active","4098 - SPARE PARTS","15",0,1,1,0.74,6.98,,,,,,,"C-BOU018",,,,,,,,,"",,752066,,,,
67080,6,,,,777,,,"BOU019","BOU019","JR BOU019 Replaces: Champion J19LM - NGK B2LM - Bosch WR9EO - Torch GL4C - Denso W9LMUS","JR BOU019 Replaces: Champion J19LM - NGK B2LM - Bosch WR9EO - Torch GL4C - Denso W9LMUS",0.76,0.76,,"4098","GBP",,,,,,"GBP",6.98,"4098","Active","4098 - SPARE PARTS","15",0,30,1,22.8,209.4,,,,,,,"C-BOU019",,,,,,,,,"",,752066,,,,
67081,6,,,,777,,,"BOU022","BOU022","Spark Plug - JR BOU0022 (Equivalent to CHAMPION RZ7C OR NGK CMR6H)","Spark Plug - JR BOU0022 (Equivalent to CHAMPION RZ7C OR NGK CMR6H)",0.9,0.9,,"4098","GBP",,,,,,"GBP",7.98,"4098","Active","4098 - SPARE PARTS","15",0,80,1,72,638.4,,,,,,,"C-BOU022",,,0.08,,,,,,"",,752066,,,,
67082,6,,,,777,,,"BP399781S","BP399781S","OIL SEAL","OIL SEAL",11.29,11.29,,"4098","GBP",,,,,,"GBP",29.95,"4098","Active","4098 - SPARE PARTS","20",0,0,1,0,0,,,,,,,"C-BP399781S",,,,,,,,,"",,752107,,,,
67083,6,,,,777,,,"BP692187","BP692187","GENUINE BRIGGS & STRATTON GROMMET","GENUINE BRIGGS & STRATTON GROMMET",4.41,4.41,,"4098","GBP",,,,,,"GBP",9.99,"4098","Active","4098 - SPARE PARTS","20",0,0,1,0,0,,,,,,,"C-BP692187",,,,,,,,,"",,752107,,,,
67084,6,,,,777,,,"BP692189","BP692189","GENUINE BRIGGS & STRATTON GROMMET","GENUINE BRIGGS & STRATTON GROMMET",4.46,4.46,,"4098","GBP",,,,,,"GBP",9.99,"4098","Active","4098 - SPARE PARTS","20",0,0,1,0,0,,,,,,,"C-BP692189",,,,,,,,,"",,752107,,,,
67085,6,,,,777,,,"BP692232","BP692232","CRANKCASE GASKET","CRANKCASE GASKET",9.3,9.3,,"4098","GBP",,,,,,"GBP",25.95,"4098","Active","4098 - SPARE PARTS","20",0,0,1,0,0,,,,,,,"C-BP692232",,,,,,,,,"",,752107,,,,
67086,6,,,"2026-03-09T09:53:19.000Z",24307252,,,"BP6ES","BP6ES","NGK SPARK PLUG BP6ES","NGK SPARK PLUG BP6ES",1.5,1.55,,"4098","GBP",,,,,,"GBP",7.44,"4098","Active","4098 - SPARE PARTS","20",0,25,1,37.5,186,,,,,,,"C-BP6ES",,,,,,,,,"2A SHELF 2",,,,,,
67087,6,,,,777,,,"BPMR7A","BPMR7A","NGK BPMR7A SPARK PLUG","NGK BPMR7A SPARK PLUG",1.85,1.85,,"4098","GBP",,,,,,"GBP",7.99,"4098","Active","4098 - SPARE PARTS","20",0,83,1,153.55,663.17,,,,,,,"C-BPMR7A",,,,,,,,,"2B",,752133,,,,
67088,6,,,,777,,,"BPR5ES","BPR5ES","NGK BPR5ES SPARK PLUG","NGK BPR5ES SPARK PLUG",1.55,1.66,,"4098","GBP",,,,,,"GBP",7.99,"4098","Active","4098 - SPARE PARTS","20",0,85,1,131.75,679.15,,,,,,,"C-BPR5ES",,,,,,,,,"2B",,752133,,,,
67089,6,,,,777,,,"BPR6ES","BPR6ES","BPR6ES NGK SPARK PLUG","BPR6ES NGK SPARK PLUG",1.79,0,,"4098","GBP",,,,,,"GBP",7.99,"4098","Active","4098 - SPARE PARTS","20",0,-1,1,-1.79,-7.99,,,,,,,"C-BPR6ES",,,,,,,,,"",,,,,,
67090,6,,,,777,,,"BPR6HS","BPR6HS","NGK SPARK PLUG BPR6HS","NGK SPARK PLUG BPR6HS",2.81,2.81,,"4098","GBP",,,,,,"GBP",9.98,"4098","Active","4098 - SPARE PARTS","20",0,-1,1,-2.81,-9.98,,,,,,,"C-BPR6HS",,,,,,,,,"",,752107,,,,
67091,6,,,,777,,,"BPR7ES","BPR7ES","NGK BPR7ES SPARK PLUG","NGK BPR7ES SPARK PLUG",2.03,1.02,,"4098","GBP",,,,,,"GBP",4.39,"4098","Active","4098 - SPARE PARTS","20",0,3,1,6.09,13.17,,,,,,,"C-BPR7ES",,,,,,,,,"",,,,,,
67092,6,,,,777,,,"BR6HS","BR6HS","SPARK PLUG","SPARK PLUG",1.99,1.99,,"4098","GBP",,,,,,"GBP",7.99,"4098","Active","4098 - SPARE PARTS","20",0,94,1,187.06,751.06,,,,,,,"C-BR6HS",,,,,,,,,"",,752107,,,,
67093,6,,,,777,,,"BRSC","BRSC","SNAPPER BRSC 82v BATTERY CHARGER","SNAPPER BRSC 82v BATTERY CHARGER",60.23,60.23,,"4025","GBP",,,,,,"GBP",99,"4025","Active","4025 - MISC","59",0,0,1,0,0,,,,,,,"C-BRSC",,,0,,,,,,"",,752098,,,,
67094,6,,,,777,,,"BS272410","BS272410","GASKET TANK","GASKET TANK",1.49,0,,"4098","GBP",,,,,,"GBP",2.98,"4098","Active","4098 - SPARE PARTS","1",0,0,1,0,0,,,,,,,"C-BS272410",,,,,,,,,"",,,,,,
